Author,Author Birth,Author Death,Author Given,Author Surname,Copyright Status,Language,LoC Class,Num,Subject,Title,charset,gd-num-padded,gd-path,href,Number of Authors,Number of Genres,is_english_fiction,original_path,tokenized_path,cw_df_path,Author Birth Century
['John G. (John George) Edgar'],[1834],[1864],['John G. (John George)'],['Edgar'],['Public domain in the USA.'],['English'],['PR'],47923,"['Great Britain -- History -- John, 1199-1216 -- Fiction']",['Runnymede and Lincoln Fair: A Story of the Great Charter'],utf-8,47923,479/47923.txt,/sup_gut/47923.zip,1,1,True,../data/gutenberg-dammit-files/479/47923.txt,../data/gutenberg-dammit-files/479/47923_tagged.pickle,../data/gutenberg-dammit-files/479/47923_cw_df.pickle,1800
['Benito Pérez Galdós'],[1843],[1920],['Benito'],['Pérez Galdós'],['Public domain in the USA.'],['English'],['PQ'],47980,"['Spanish fiction -- Translations into English', 'Trafalgar, Battle of, 1805 -- Fiction']",['Trafalgar: A Tale'],utf-8,47980,479/47980.txt,/sup_gut/47980.zip,1,2,True,../data/gutenberg-dammit-files/479/47980.txt,../data/gutenberg-dammit-files/479/47980_tagged.pickle,../data/gutenberg-dammit-files/479/47980_cw_df.pickle,1800
['Neil Munro'],[1864],[1930],['Neil'],['Munro'],['Public domain in the USA.'],['English'],['PR'],47991,"['Waiters -- Fiction', 'Glasgow (Scotland) -- Fiction']","['Erchie, My Droll Friend']",latin-1,47991,479/47991.txt,/sup_gut/47991.zip,1,2,True,../data/gutenberg-dammit-files/479/47991.txt,../data/gutenberg-dammit-files/479/47991_tagged.pickle,../data/gutenberg-dammit-files/479/47991_cw_df.pickle,1800
['Harold Bindloss'],[1866],[1945],['Harold'],['Bindloss'],['Public domain in the USA.'],['English'],['PR'],47992,"['Seafaring life -- Fiction', 'Sealers (Persons) -- Fiction', 'Sealing ships -- Fiction']",['In the Misty Seas: A Story of the Sealers of Behring Strait'],us-ascii,47992,479/47992.txt,/sup_gut/47992.zip,1,3,True,../data/gutenberg-dammit-files/479/47992.txt,../data/gutenberg-dammit-files/479/47992_tagged.pickle,../data/gutenberg-dammit-files/479/47992_cw_df.pickle,1800
['M. E. (Mary Elizabeth) Braddon'],[1835],[1915],['M. E. (Mary Elizabeth)'],['Braddon'],['Public domain in the USA.'],['English'],['PR'],48020,"['Bigamy -- Fiction', 'England -- Fiction', 'Extortion -- Fiction', 'Married women -- Fiction', 'Young women -- Fiction', 'Domestic fiction']","['Aurora Floyd, Vol. 1\tFifth Edition']",us-ascii,48020,480/48020.txt,/sup_gut/48020.zip,1,6,True,../data/gutenberg-dammit-files/480/48020.txt,../data/gutenberg-dammit-files/480/48020_tagged.pickle,../data/gutenberg-dammit-files/480/48020_cw_df.pickle,1800
['M. E. (Mary Elizabeth) Braddon'],[1835],[1915],['M. E. (Mary Elizabeth)'],['Braddon'],['Public domain in the USA.'],['English'],['PR'],48021,"['Young women -- Fiction', 'Domestic fiction', 'Married women -- Fiction', 'Bigamy -- Fiction', 'Extortion -- Fiction', 'England -- Fiction']","['Aurora Floyd, Vol. 2\tFifth Edition']",us-ascii,48021,480/48021.txt,/sup_gut/48021.zip,1,6,True,../data/gutenberg-dammit-files/480/48021.txt,../data/gutenberg-dammit-files/480/48021_tagged.pickle,../data/gutenberg-dammit-files/480/48021_cw_df.pickle,1800
['M. E. (Mary Elizabeth) Braddon'],[1835],[1915],['M. E. (Mary Elizabeth)'],['Braddon'],['Public domain in the USA.'],['English'],['PR'],48022,"['Domestic fiction', 'Extortion -- Fiction', 'Bigamy -- Fiction', 'England -- Fiction', 'Married women -- Fiction', 'Young women -- Fiction']","['Aurora Floyd, Vol. 3\tFifth Edition']",us-ascii,48022,480/48022.txt,/sup_gut/48022.zip,1,6,True,../data/gutenberg-dammit-files/480/48022.txt,../data/gutenberg-dammit-files/480/48022_tagged.pickle,../data/gutenberg-dammit-files/480/48022_cw_df.pickle,1800
['G. A. (George Alfred) Henty'],[1832],[1902],['G. A. (George Alfred)'],['Henty'],['Public domain in the USA.'],['English'],['PZ'],48297,"['Adventure stories', 'Fiction']","[""A Soldier's Daughter, and Other Stories""]",latin-1,48297,482/48297.txt,/sup_gut/48297.zip,1,2,True,../data/gutenberg-dammit-files/482/48297.txt,../data/gutenberg-dammit-files/482/48297_tagged.pickle,../data/gutenberg-dammit-files/482/48297_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],48356,"['Happiness -- Juvenile fiction', 'Youth and death -- Juvenile fiction', 'Mormons -- Juvenile fiction', 'Trust in God -- Juvenile fiction', 'Kindness -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Fathers and daughters -- Juvenile fiction', 'Marriage -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Family -- Juvenile fiction']",['Elsie at Ion'],utf-8,48356,483/48356.txt,/sup_gut/48356.zip,1,12,True,../data/gutenberg-dammit-files/483/48356.txt,../data/gutenberg-dammit-files/483/48356_tagged.pickle,../data/gutenberg-dammit-files/483/48356_cw_df.pickle,1800
['Martha Finley'],[1828],[1909],['Martha'],['Finley'],['Public domain in the USA.'],['English'],['PZ'],48357,"['Parent and child -- Juvenile fiction', 'War -- Juvenile fiction', 'Family -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Indiana -- Juvenile fiction', 'California -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Grandparents -- Juvenile fiction', 'Storytelling -- Juvenile fiction', 'Children and death -- Juvenile fiction', 'Dinsmore, Elsie (Fictitious character) -- Juvenile fiction']",['Elsie and Her Loved Ones'],utf-8,48357,483/48357.txt,/sup_gut/48357.zip,1,11,True,../data/gutenberg-dammit-files/483/48357.txt,../data/gutenberg-dammit-files/483/48357_tagged.pickle,../data/gutenberg-dammit-files/483/48357_cw_df.pickle,1800
['H. Irving (Harrie Irving) Hancock'],[1868],[1922],['H. Irving (Harrie Irving)'],['Hancock'],['Public domain in the USA.'],['English'],['PZ'],48459,"['Motorboats -- Juvenile fiction', 'Florida -- Juvenile fiction']","['The Motor Boat Club in Florida; or, Laying the Ghost of Alligator Swamp']",utf-8,48459,484/48459.txt,/sup_gut/48459.zip,1,2,True,../data/gutenberg-dammit-files/484/48459.txt,../data/gutenberg-dammit-files/484/48459_tagged.pickle,../data/gutenberg-dammit-files/484/48459_cw_df.pickle,1800
['Roy J. (Roy Judson) Snell'],[1878],[1959],['Roy J. (Roy Judson)'],['Snell'],['Public domain in the USA.'],['English'],['PZ'],48599,"['War stories', 'World War, 1939-1945 -- Juvenile fiction', 'United States. Army -- Military life -- Juvenile fiction', 'World War, 1939-1945 -- Participation, Female -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', ""United States. Army. Women's Army Corps -- Juvenile fiction"", 'Spies -- Juvenile fiction']",['Norma Kent of the WACS'],utf-8,48599,485/48599.txt,/sup_gut/48599.zip,1,7,True,../data/gutenberg-dammit-files/485/48599.txt,../data/gutenberg-dammit-files/485/48599_tagged.pickle,../data/gutenberg-dammit-files/485/48599_cw_df.pickle,1800
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Public domain in the USA.'],['English'],['PQ'],48731,"['Epic literature', 'Historical fiction', 'Orphans -- Fiction', 'Paris (France) -- Fiction', 'Ex-convicts -- Fiction']","['Les Misérables, v. 1/5: Fantine']",latin-1,48731,487/48731.txt,/sup_gut/48731.zip,1,5,True,../data/gutenberg-dammit-files/487/48731.txt,../data/gutenberg-dammit-files/487/48731_tagged.pickle,../data/gutenberg-dammit-files/487/48731_cw_df.pickle,1800
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Public domain in the USA.'],['English'],['PQ'],48732,"['Paris (France) -- Fiction', 'Historical fiction', 'Epic literature', 'Ex-convicts -- Fiction', 'Orphans -- Fiction']","['Les Misérables, v. 2/5: Cosette']",utf-8,48732,487/48732.txt,/sup_gut/48732.zip,1,5,True,../data/gutenberg-dammit-files/487/48732.txt,../data/gutenberg-dammit-files/487/48732_tagged.pickle,../data/gutenberg-dammit-files/487/48732_cw_df.pickle,1800
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Public domain in the USA.'],['English'],['PQ'],48733,"['Paris (France) -- Fiction', 'Historical fiction', 'Orphans -- Fiction', 'Ex-convicts -- Fiction', 'Epic literature']","['Les Misérables, v. 3/5: Marius']",utf-8,48733,487/48733.txt,/sup_gut/48733.zip,1,5,True,../data/gutenberg-dammit-files/487/48733.txt,../data/gutenberg-dammit-files/487/48733_tagged.pickle,../data/gutenberg-dammit-files/487/48733_cw_df.pickle,1800
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Public domain in the USA.'],['English'],['PQ'],48734,"['Historical fiction', 'Epic literature', 'Paris (France) -- Fiction', 'Orphans -- Fiction', 'Ex-convicts -- Fiction']","['Les Misérables, v. 4/5: The Idyll and the Epic']",utf-8,48734,487/48734.txt,/sup_gut/48734.zip,1,5,True,../data/gutenberg-dammit-files/487/48734.txt,../data/gutenberg-dammit-files/487/48734_tagged.pickle,../data/gutenberg-dammit-files/487/48734_cw_df.pickle,1800
['Victor Hugo'],[1802],[1885],['Victor'],['Hugo'],['Public domain in the USA.'],['English'],['PQ'],48735,"['Ex-convicts -- Fiction', 'Historical fiction', 'Paris (France) -- Fiction', 'Epic literature', 'Orphans -- Fiction']","['Les Misérables, v. 5/5: Jean Valjean']",utf-8,48735,487/48735.txt,/sup_gut/48735.zip,1,5,True,../data/gutenberg-dammit-files/487/48735.txt,../data/gutenberg-dammit-files/487/48735_tagged.pickle,../data/gutenberg-dammit-files/487/48735_cw_df.pickle,1800
['H. Irving (Harrie Irving) Hancock'],[1868],[1922],['H. Irving (Harrie Irving)'],['Hancock'],['Public domain in the USA.'],['English'],['PZ'],48863,"['Motorboats -- Juvenile fiction', 'Long Island (N.Y.) -- Juvenile fiction']","['The Motor Boat Club off Long Island; or, A Daring Marine Game at Racing Speed']",utf-8,48863,488/48863.txt,/sup_gut/48863.zip,1,2,True,../data/gutenberg-dammit-files/488/48863.txt,../data/gutenberg-dammit-files/488/48863_tagged.pickle,../data/gutenberg-dammit-files/488/48863_cw_df.pickle,1800
['H. Irving (Harrie Irving) Hancock'],[1868],[1922],['H. Irving (Harrie Irving)'],['Hancock'],['Public domain in the USA.'],['English'],['PZ'],49030,"['Motorboats -- Juvenile fiction', 'Golden Gate (Calif. : Strait) -- Juvenile fiction']","['The Motor Boat Club at the Golden Gate; or, A Thrilling Capture in the Great Fog']",latin-1,49030,490/49030.txt,/sup_gut/49030.zip,1,2,True,../data/gutenberg-dammit-files/490/49030.txt,../data/gutenberg-dammit-files/490/49030_tagged.pickle,../data/gutenberg-dammit-files/490/49030_cw_df.pickle,1800
['Roy J. (Roy Judson) Snell'],[1878],[1959],['Roy J. (Roy Judson)'],['Snell'],['Public domain in the USA.'],['English'],['PZ'],49131,"['War stories', 'England -- Juvenile fiction', 'World War, 1939-1945 -- Juvenile fiction', 'Fighter plane combat -- Juvenile fiction']",['Wings over England'],latin-1,49131,491/49131.txt,/sup_gut/49131.zip,1,4,True,../data/gutenberg-dammit-files/491/49131.txt,../data/gutenberg-dammit-files/491/49131_tagged.pickle,../data/gutenberg-dammit-files/491/49131_cw_df.pickle,1800
['Arthur Bartlett Maurice'],[1873],[1946],['Arthur Bartlett'],['Maurice'],['Public domain in the USA.'],['English'],['PS'],49239,"['Tarkington, Booth, 1869-1946', 'Davis, Richard Harding, 1864-1916', 'London, Jack, 1876-1916', 'American fiction -- 19th century -- History and criticism', 'Beach, Rex, 1877-1949', 'Chambers, Robert W. (Robert William), 1865-1933', 'American fiction -- 20th century -- History and criticism', 'White, Stewart Edward, 1873-1946']","['The Mentor: Makers of American Fiction, Vol. 6, Num. 14, Serial No. 162, September 1, 1918']",utf-8,49239,492/49239.txt,/sup_gut/49239.zip,1,8,True,../data/gutenberg-dammit-files/492/49239.txt,../data/gutenberg-dammit-files/492/49239_tagged.pickle,../data/gutenberg-dammit-files/492/49239_cw_df.pickle,1800
['G. P. R. (George Payne Rainsford) James'],[1801],[1860],['G. P. R. (George Payne Rainsford)'],['James'],['Public domain in the USA.'],['English'],['PR'],49468,"['Stuart, Arabella, Lady, 1575-1615 -- Fiction']",['Arabella Stuart: A Romance from English History'],latin-1,49468,494/49468.txt,/sup_gut/49468.zip,1,1,True,../data/gutenberg-dammit-files/494/49468.txt,../data/gutenberg-dammit-files/494/49468_tagged.pickle,../data/gutenberg-dammit-files/494/49468_cw_df.pickle,1800
['G. P. R. (George Payne Rainsford) James'],[1801],[1860],['G. P. R. (George Payne Rainsford)'],['James'],['Public domain in the USA.'],['English'],['PR'],49472,"['Southampton Insurrection, 1831 -- Fiction']",['The Old Dominion'],latin-1,49472,494/49472.txt,/sup_gut/49472.zip,1,1,True,../data/gutenberg-dammit-files/494/49472.txt,../data/gutenberg-dammit-files/494/49472_tagged.pickle,../data/gutenberg-dammit-files/494/49472_cw_df.pickle,1800
['G. P. R. (George Payne Rainsford) James'],[1801],[1860],['G. P. R. (George Payne Rainsford)'],['James'],['Public domain in the USA.'],['English'],['PR'],49473,"['France -- History -- Louis XIV, 1643-1715 -- Fiction']","[""The Little Ball O' Fire; or, the Life and Adventures of John Marston Hall\tThe Works of G. P. R. James, Vol. XV.""]",latin-1,49473,494/49473.txt,/sup_gut/49473.zip,1,1,True,../data/gutenberg-dammit-files/494/49473.txt,../data/gutenberg-dammit-files/494/49473_tagged.pickle,../data/gutenberg-dammit-files/494/49473_cw_df.pickle,1800
['Amelia Opie'],[1769],[1853],['Amelia'],['Opie'],['Public domain in the USA.'],['English'],['PR'],49621,"['Seduction -- Fiction', 'Fathers and daughters -- Fiction', 'Young women -- Fiction', 'Mentally ill -- Fiction', 'Domestic fiction', 'Psychological fiction']","['The Father and Daughter: A Tale, in Prose']",latin-1,49621,496/49621.txt,/sup_gut/49621.zip,1,6,True,../data/gutenberg-dammit-files/496/49621.txt,../data/gutenberg-dammit-files/496/49621_tagged.pickle,../data/gutenberg-dammit-files/496/49621_cw_df.pickle,1700
['G. P. R. (George Payne Rainsford) James'],[1801],[1860],['G. P. R. (George Payne Rainsford)'],['James'],['Public domain in the USA.'],['English'],['PR'],49718,['Fiction'],['The Desultory Man\tCollection of Ancient and Modern British Novels and Romances. Vol. CXLVII.'],utf-8,49718,497/49718.txt,/sup_gut/49718.zip,1,1,True,../data/gutenberg-dammit-files/497/49718.txt,../data/gutenberg-dammit-files/497/49718_tagged.pickle,../data/gutenberg-dammit-files/497/49718_cw_df.pickle,1800
['G. P. R. (George Payne Rainsford) James'],[1801],[1860],['G. P. R. (George Payne Rainsford)'],['James'],['Public domain in the USA.'],['English'],['PR'],49859,['England -- Social life and customs -- 17th century -- Fiction'],"['The Robber, A Tale.']",latin-1,49859,498/49859.txt,/sup_gut/49859.zip,1,1,True,../data/gutenberg-dammit-files/498/49859.txt,../data/gutenberg-dammit-files/498/49859_tagged.pickle,../data/gutenberg-dammit-files/498/49859_cw_df.pickle,1800
['Franz von Dingelstedt'],[1814],[1881],['Franz von'],['Dingelstedt'],['Public domain in the USA.'],['English'],['PT'],50000,"['Gutenberg, Johann, 1397?-1468 -- Fiction']","['John Gutenberg, First Master Printer\tHis Acts and Most Remarkable Discourses and his Death']",utf-8,50000,500/50000.txt,/sup_gut/50000.zip,1,1,True,../data/gutenberg-dammit-files/500/50000.txt,../data/gutenberg-dammit-files/500/50000_tagged.pickle,../data/gutenberg-dammit-files/500/50000_cw_df.pickle,1800
['Murray Leinster'],[1896],[1975],['Murray'],['Leinster'],['Public domain in the USA.'],['English'],['PS'],50022,"['Science fiction', 'Asteroids -- Fiction']",['The Wailing Asteroid'],latin-1,50022,500/50022.txt,/sup_gut/50022.zip,1,2,True,../data/gutenberg-dammit-files/500/50022.txt,../data/gutenberg-dammit-files/500/50022_tagged.pickle,../data/gutenberg-dammit-files/500/50022_cw_df.pickle,1800
['Helen C. (Helen Cross) Knight'],[1814],[1906],['Helen C. (Helen Cross)'],['Knight'],['Public domain in the USA.'],['English'],['PZ'],50119,"['Stephenson, Robert, 1803-1859 -- Juvenile fiction', 'Inventors -- Great Britain -- Juvenile fiction', 'Stephenson, George, 1781-1848 -- Juvenile fiction', 'Fathers and sons -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Railroads -- Great Britain -- History -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Locomotives -- History -- Juvenile fiction', 'Conduct of life -- Juvenile fiction']","['The Rocket: The Story of the Stephensons, Father and Son']",utf-8,50119,501/50119.txt,/sup_gut/50119.zip,1,9,True,../data/gutenberg-dammit-files/501/50119.txt,../data/gutenberg-dammit-files/501/50119_tagged.pickle,../data/gutenberg-dammit-files/501/50119_cw_df.pickle,1800
['Arthur Stringer'],[1874],[1950],['Arthur'],['Stringer'],['Public domain in the USA.'],['English'],['PS'],50203,"['Man-woman relationships -- Fiction', 'Canadian fiction', 'Criminals -- Fiction']",['The Wire Tappers'],utf-8,50203,502/50203.txt,/sup_gut/50203.zip,1,3,True,../data/gutenberg-dammit-files/502/50203.txt,../data/gutenberg-dammit-files/502/50203_tagged.pickle,../data/gutenberg-dammit-files/502/50203_cw_df.pickle,1800
['Evaleen Stein'],[1863],[1923],['Evaleen'],['Stein'],['Public domain in the USA.'],['English'],"['PZ', 'PS']",50268,"[""Children's stories"", 'Historical fiction', 'Children -- Juvenile fiction']",['Troubadour Tales'],utf-8,50268,502/50268.txt,/sup_gut/50268.zip,1,3,True,../data/gutenberg-dammit-files/502/50268.txt,../data/gutenberg-dammit-files/502/50268_tagged.pickle,../data/gutenberg-dammit-files/502/50268_cw_df.pickle,1800
['Matilde Serao'],[1856],[1927],['Matilde'],['Serao'],['Public domain in the USA.'],['English'],['PQ'],50318,"['Rome (Italy) -- Social life and customs -- Fiction', 'Marriage -- Fiction', 'Adultery -- Fiction', 'Man-woman relationships -- Fiction', 'Italian fiction -- Translations into English']",['After the Pardon'],utf-8,50318,503/50318.txt,/sup_gut/50318.zip,1,5,True,../data/gutenberg-dammit-files/503/50318.txt,../data/gutenberg-dammit-files/503/50318_tagged.pickle,../data/gutenberg-dammit-files/503/50318_cw_df.pickle,1800
['Murray Leinster'],[1896],[1975],['Murray'],['Leinster'],['Public domain in the USA.'],['English'],['PS'],50585,['Science fiction'],['A Thousand Degrees Below Zero'],latin-1,50585,505/50585.txt,/sup_gut/50585.zip,1,1,True,../data/gutenberg-dammit-files/505/50585.txt,../data/gutenberg-dammit-files/505/50585_tagged.pickle,../data/gutenberg-dammit-files/505/50585_cw_df.pickle,1800
['Murray Leinster'],[1896],[1975],['Murray'],['Leinster'],['Public domain in the USA.'],['English'],['PS'],50622,['Science fiction'],['The Silver Menace'],latin-1,50622,506/50622.txt,/sup_gut/50622.zip,1,1,True,../data/gutenberg-dammit-files/506/50622.txt,../data/gutenberg-dammit-files/506/50622_tagged.pickle,../data/gutenberg-dammit-files/506/50622_cw_df.pickle,1800
['M. E. (Mary Elizabeth) Braddon'],[1835],[1915],['M. E. (Mary Elizabeth)'],['Braddon'],['Public domain in the USA.'],['English'],['PR'],50676,"['Evangelical Revival -- England -- History -- 18th century -- Fiction', 'Methodists -- Fiction', 'Wesley, John, 1703-1791 -- Fiction']",['The Infidel: A Story of the Great Revival'],us-ascii,50676,506/50676.txt,/sup_gut/50676.zip,1,3,True,../data/gutenberg-dammit-files/506/50676.txt,../data/gutenberg-dammit-files/506/50676_tagged.pickle,../data/gutenberg-dammit-files/506/50676_cw_df.pickle,1800
