word,sense_name,word_pos
rancidity,smell,"('rancidity', 'NOUN')"
perceptive,smell,"('perceptive', 'ADJ')"
nosed,smell,"('nosed', 'ADJ')"
spirituous,smell,"('spirituous', 'ADJ')"
spiritous,smell,"('spiritous', 'ADJ')"
sniffing,smell,"('sniffing', 'VERB')"
property,smell,"('property', 'NOUN')"
scented,smell,"('scented', 'VERB')"
perceptibly,smell,"('perceptibly', 'ADV')"
percipients,smell,"('percipients', 'NOUN')"
perceptibility,smell,"('perceptibility', 'NOUN')"
spirituals,smell,"('spirituals', 'NOUN')"
rancidnesses,smell,"('rancidnesses', 'NOUN')"
bouquet,smell,"('bouquet', 'PROPN')"
sensuous,smell,"('sensuous', 'ADJ')"
spirituality,smell,"('spirituality', 'NOUN')"
snuffs,smell,"('snuffs', 'NOUN')"
malodorousness,smell,"('malodorousness', 'PROPN')"
perceivers,smell,"('perceivers', 'NOUN')"
sensorial,smell,"('sensorial', 'NOUN')"
sensibilities,smell,"('sensibilities', 'NOUN')"
perceptually,smell,"('perceptually', 'ADV')"
sniffer,smell,"('sniffer', 'NOUN')"
smelling,smell,"('smelling', 'NOUN')"
smacking,smell,"('smacking', 'NOUN')"
acrid,smell,"('acrid', 'NOUN')"
sensiblenesses,smell,"('sensiblenesses', 'NOUN')"
incensing,smell,"('incensing', 'VERB')"
aromas,smell,"('aromas', 'PROPN')"
smelting,smell,"('smelting', 'VERB')"
nose,smell,"('nose', 'NOUN')"
rancid,smell,"('rancid', 'NOUN')"
muskiness,smell,"('muskiness', 'ADJ')"
perfumery,smell,"('perfumery', 'NOUN')"
properties,smell,"('properties', 'NOUN')"
nosiness,smell,"('nosiness', 'NOUN')"
sensor,smell,"('sensor', 'NOUN')"
odorize,smell,"('odorize', 'NOUN')"
sensibly,smell,"('sensibly', 'ADV')"
sen,smell,"('sen', 'PROPN')"
malodorous,smell,"('malodorous', 'ADJ')"
acridness,smell,"('acridness', 'NOUN')"
rancidities,smell,"('rancidities', 'NOUN')"
spirits,smell,"('spirits', 'NOUN')"
sensings,smell,"('sensings', 'NOUN')"
spiritual,smell,"('spiritual', 'ADJ')"
nosinesses,smell,"('nosinesses', 'NOUN')"
sensify,smell,"('sensify', 'VERB')"
incensed,smell,"('incensed', 'VERB')"
sniffers,smell,"('sniffers', 'NOUN')"
perceive,smell,"('perceive', 'NOUN')"
smacks,smell,"('smacks', 'NOUN')"
incenses,smell,"('incenses', 'NOUN')"
sense,smell,"('sense', 'NOUN')"
odors,smell,"('odors', 'NOUN')"
snuffed,smell,"('snuffed', 'VERB')"
perfumed,smell,"('perfumed', 'VERB')"
aromatizes,smell,"('aromatizes', 'NOUN')"
aromatized,smell,"('aromatized', 'VERB')"
spirit,smell,"('spirit', 'PROPN')"
senses,smell,"('senses', 'NOUN')"
smelters,smell,"('smelters', 'NOUN')"
modalities,smell,"('modalities', 'NOUN')"
sensitiveness,smell,"('sensitiveness', 'NOUN')"
perceptivity,smell,"('perceptivity', 'NOUN')"
sensation,smell,"('sensation', 'NOUN')"
perfumes,smell,"('perfumes', 'NOUN')"
smell,smell,"('smell', 'NOUN')"
aromatizing,smell,"('aromatizing', 'VERB')"
spiritually,smell,"('spiritually', 'ADV')"
smacked,smell,"('smacked', 'VERB')"
sens,smell,"('sens', 'NOUN')"
perception,smell,"('perception', 'NOUN')"
sensitivenesses,smell,"('sensitivenesses', 'VERB')"
perfumeries,smell,"('perfumeries', 'NOUN')"
perceives,smell,"('perceives', 'NOUN')"
mode,smell,"('mode', 'NOUN')"
perceptivenesses,smell,"('perceptivenesses', 'NOUN')"
modals,smell,"('modals', 'NOUN')"
smelts,smell,"('smelts', 'NOUN')"
malodorousnesses,smell,"('malodorousnesses', 'NOUN')"
acridnesses,smell,"('acridnesses', 'NOUN')"
